season_end_year,player_id,player_name,last_game_date,last_team_abbrev,last_opp_abbrev,last_home_away,games_total_rows,games_played_rows,dnp_rows,ast_avg_season,ast_ge10_hits_10,ast_ge10_hits_20,ast_ge10_hits_5,ast_ge10_rate_10,ast_ge10_rate_20,ast_ge10_rate_5,ast_ge12_hits_10,ast_ge12_hits_20,ast_ge12_hits_5,ast_ge12_rate_10,ast_ge12_rate_20,ast_ge12_rate_5,ast_ge14_hits_10,ast_ge14_hits_20,ast_ge14_hits_5,ast_ge14_rate_10,ast_ge14_rate_20,ast_ge14_rate_5,ast_ge2_hits_10,ast_ge2_hits_20,ast_ge2_hits_5,ast_ge2_rate_10,ast_ge2_rate_20,ast_ge2_rate_5,ast_ge4_hits_10,ast_ge4_hits_20,ast_ge4_hits_5,ast_ge4_rate_10,ast_ge4_rate_20,ast_ge4_rate_5,ast_ge6_hits_10,ast_ge6_hits_20,ast_ge6_hits_5,ast_ge6_rate_10,ast_ge6_rate_20,ast_ge6_rate_5,ast_ge8_hits_10,ast_ge8_hits_20,ast_ge8_hits_5,ast_ge8_rate_10,ast_ge8_rate_20,ast_ge8_rate_5,ast_iqr_10,ast_landmine_10_10,ast_landmine_12_10,ast_landmine_14_10,ast_landmine_2_10,ast_landmine_4_10,ast_landmine_6_10,ast_landmine_8_10,ast_min_10,ast_min_20,ast_min_5,gp_10,gp_20,gp_5,last_ast,last_min,last_pts,last_reb,load_label_10,load_label_20,load_label_5,load_min_delta_10,load_min_delta_20,load_min_delta_5,load_pts_delta_10,load_pts_delta_20,load_pts_delta_5,load_score_10,load_score_20,load_score_5,min_avg_10,min_avg_20,min_avg_5,min_ge24_hits_10,min_ge24_hits_20,min_ge24_hits_5,min_ge24_rate_10,min_ge24_rate_20,min_ge24_rate_5,min_ge28_hits_10,min_ge28_hits_20,min_ge28_hits_5,min_ge28_rate_10,min_ge28_rate_20,min_ge28_rate_5,min_ge30_hits_10,min_ge30_hits_20,min_ge30_hits_5,min_ge30_rate_10,min_ge30_rate_20,min_ge30_rate_5,min_ge32_hits_10,min_ge32_hits_20,min_ge32_hits_5,min_ge32_rate_10,min_ge32_rate_20,min_ge32_rate_5,min_min_10,min_min_20,min_min_5,pts_avg_season,pts_ge10_hits_10,pts_ge10_hits_20,pts_ge10_hits_5,pts_ge10_rate_10,pts_ge10_rate_20,pts_ge10_rate_5,pts_ge15_hits_10,pts_ge15_hits_20,pts_ge15_hits_5,pts_ge15_rate_10,pts_ge15_rate_20,pts_ge15_rate_5,pts_ge20_hits_10,pts_ge20_hits_20,pts_ge20_hits_5,pts_ge20_rate_10,pts_ge20_rate_20,pts_ge20_rate_5,pts_ge25_hits_10,pts_ge25_hits_20,pts_ge25_hits_5,pts_ge25_rate_10,pts_ge25_rate_20,pts_ge25_rate_5,pts_ge30_hits_10,pts_ge30_hits_20,pts_ge30_hits_5,pts_ge30_rate_10,pts_ge30_rate_20,pts_ge30_rate_5,pts_ge35_hits_10,pts_ge35_hits_20,pts_ge35_hits_5,pts_ge35_rate_10,pts_ge35_rate_20,pts_ge35_rate_5,pts_iqr_10,pts_landmine_10_10,pts_landmine_15_10,pts_landmine_20_10,pts_landmine_25_10,pts_landmine_30_10,pts_landmine_35_10,pts_min_10,pts_min_20,pts_min_5,reb_avg_season,reb_ge10_hits_10,reb_ge10_hits_20,reb_ge10_hits_5,reb_ge10_rate_10,reb_ge10_rate_20,reb_ge10_rate_5,reb_ge12_hits_10,reb_ge12_hits_20,reb_ge12_hits_5,reb_ge12_rate_10,reb_ge12_rate_20,reb_ge12_rate_5,reb_ge14_hits_10,reb_ge14_hits_20,reb_ge14_hits_5,reb_ge14_rate_10,reb_ge14_rate_20,reb_ge14_rate_5,reb_ge2_hits_10,reb_ge2_hits_20,reb_ge2_hits_5,reb_ge2_rate_10,reb_ge2_rate_20,reb_ge2_rate_5,reb_ge4_hits_10,reb_ge4_hits_20,reb_ge4_hits_5,reb_ge4_rate_10,reb_ge4_rate_20,reb_ge4_rate_5,reb_ge6_hits_10,reb_ge6_hits_20,reb_ge6_hits_5,reb_ge6_rate_10,reb_ge6_rate_20,reb_ge6_rate_5,reb_ge8_hits_10,reb_ge8_hits_20,reb_ge8_hits_5,reb_ge8_rate_10,reb_ge8_rate_20,reb_ge8_rate_5,reb_iqr_10,reb_landmine_10_10,reb_landmine_12_10,reb_landmine_14_10,reb_landmine_2_10,reb_landmine_4_10,reb_landmine_6_10,reb_landmine_8_10,reb_min_10,reb_min_20,reb_min_5,season_avg_ast,season_avg_pts,season_avg_reb,share_ast_l20,share_ast_l5,share_ast_trend_pp,share_pts_l20,share_pts_l5,share_pts_trend_pp,share_reb_l20,share_reb_l5,share_reb_trend_pp,travel_last3
2026,4066259,De'Aaron Fox,2025-12-25,SA,OKC,A,24,24,0,6.083333333333333,0,2,0,0.0,0.1,0.0,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,6,14,3,0.6,0.7,0.6,5,10,3,0.5,0.5,0.6,3,8,2,0.3,0.4,0.4,4.75,0.2,0.0,0.0,0.0,0.4,0.0,0.1,3.0,3.0,3.0,10,20,5,3.0,33.0,29.0,4.0,Normal,Normal,Normal,-1.125,-0.4250000000000007,-1.125,-4.258333333333333,0.29166666666666785,-2.1583333333333314,-2.065,-0.21000000000000013,-1.4349999999999994,31.0,31.7,31.0,9,19,4,0.9,0.95,0.8,8,18,4,0.8,0.9,0.8,8,17,4,0.8,0.85,0.8,6,13,4,0.6,0.65,0.8,22.0,22.0,22.0,21.958333333333332,7,17,3,0.7,0.85,0.6,6,16,3,0.6,0.8,0.6,5,14,3,0.5,0.7,0.6,3,12,3,0.3,0.6,0.6,0,2,0,0.0,0.1,0.0,0,1,0,0.0,0.05,0.0,16.25,0.0,0.1,0.0,0.0,0.2,0.0,6.0,6.0,6.0,3.75,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,18,5,1.0,0.9,1.0,6,12,4,0.6,0.6,0.8,1,2,1,0.1,0.1,0.2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,2.0,1.0,3.0,6.083333333333333,21.958333333333332,3.75,0.31392010574203666,0.20922004357298474,-10.470006216905192,0.23419295368430645,0.13732702317075623,-9.686593051355022,0.13756676842884608,0.11495726495726495,-2.2609503471581123,@ @ vs
2026,4432573,Paolo Banchero,2025-12-23,ORL,POR,A,20,20,0,4.45,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,17,5,1.0,0.85,1.0,4,11,3,0.4,0.55,0.6,3,6,3,0.3,0.3,0.6,2,4,2,0.2,0.2,0.4,4.0,0.1,0.0,0.0,0.0,0.3,0.0,0.1,2.0,1.0,3.0,10,20,5,3.0,36.0,12.0,6.0,Normal,Normal,HIGH,-1.8999999999999986,0.0,4.400000000000006,-2.3000000000000007,0.0,0.8999999999999986,-2.019999999999999,0.0,3.350000000000003,30.9,32.8,37.2,8,18,5,0.8,0.9,1.0,7,16,5,0.7,0.8,1.0,7,16,5,0.7,0.8,1.0,7,16,5,0.7,0.8,1.0,12.0,12.0,34.0,20.5,8,18,5,0.8,0.9,1.0,7,16,4,0.7,0.8,0.8,5,13,4,0.5,0.65,0.8,3,6,2,0.3,0.3,0.4,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,11.5,0.1,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,8.45,2,7,2,0.2,0.35,0.4,2,2,2,0.2,0.1,0.4,1,1,1,0.1,0.05,0.2,9,19,5,0.9,0.95,1.0,9,19,5,0.9,0.95,1.0,8,18,5,0.8,0.9,1.0,5,12,4,0.5,0.6,0.8,3.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,6.0,4.45,20.5,8.45,0.3181496511314622,0.54140522875817,22.325557762670776,0.3467312035851343,0.4896105847139781,14.28793811288438,0.45442536083926244,0.6677777777777778,21.335241693851536,@ @ @
2026,4869780,Derik Queen,2025-12-23,NO,CLE,A,31,31,0,4.096774193548387,1,2,0,0.1,0.1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,19,5,1.0,0.95,1.0,9,15,4,0.9,0.75,0.8,4,7,1,0.4,0.35,0.2,1,3,0,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,3.0,0.0,3.0,10,20,5,5.0,25.0,21.0,7.0,HIGH,MED,MED,4.8645161290322605,2.3645161290322605,3.264516129032259,3.1806451612903235,1.4806451612903224,1.9806451612903224,4.359354838709679,2.099354838709679,2.879354838709678,30.8,28.3,29.2,10,17,5,1.0,0.85,1.0,6,11,2,0.6,0.55,0.4,5,8,2,0.5,0.4,0.4,5,7,2,0.5,0.35,0.4,25.0,16.0,25.0,13.419354838709678,8,13,4,0.8,0.65,0.8,7,11,4,0.7,0.55,0.8,3,6,1,0.3,0.3,0.2,1,2,0,0.1,0.1,0.0,1,2,0,0.1,0.1,0.0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.1,0.0,0.0,0.0,4.0,2.0,4.0,6.838709677419355,4,5,3,0.4,0.25,0.6,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,10,18,5,1.0,0.9,1.0,8,15,5,0.8,0.75,1.0,7,11,4,0.7,0.55,0.8,2.75,0.1,0.0,0.0,0.0,0.0,0.1,0.1,4.0,2.0,7.0,4.096774193548387,13.419354838709678,6.838709677419355,0.328673703653849,0.25166838665290675,-7.700531700094226,0.18448792807283435,0.1618866809228255,-2.260124715000886,0.2959151414013571,0.3013521815579141,0.5437040156556994,@ vs vs
2026,3468,Russell Westbrook,2025-12-23,SAC,DET,H,30,30,0,7.166666666666667,4,8,2,0.4,0.4,0.4,1,3,0,0.1,0.15,0.0,1,3,0,0.1,0.15,0.0,10,20,5,1.0,1.0,1.0,10,18,5,1.0,0.9,1.0,7,14,3,0.7,0.7,0.6,5,9,2,0.5,0.45,0.4,4.5,0.1,0.0,0.0,0.0,0.0,0.1,0.2,4.0,3.0,4.0,10,20,5,4.0,38.0,27.0,6.0,Normal,Normal,MED,1.3999999999999986,0.6999999999999993,2.6999999999999993,0.6666666666666661,-0.2833333333333332,2.166666666666668,1.1799999999999988,0.4049999999999995,2.54,30.7,30.0,32.0,9,17,5,0.9,0.85,1.0,8,16,5,0.8,0.8,1.0,5,12,3,0.5,0.6,0.6,4,6,2,0.4,0.3,0.4,20.0,20.0,28.0,14.433333333333334,7,15,3,0.7,0.75,0.6,5,8,3,0.5,0.4,0.6,4,5,3,0.4,0.25,0.6,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.1,0.0,0.0,3.0,3.0,7.0,6.9,2,5,1,0.2,0.25,0.2,2,3,1,0.2,0.15,0.2,0,0,0,0.0,0.0,0.0,9,19,5,0.9,0.95,1.0,7,16,4,0.7,0.8,0.8,6,15,4,0.6,0.75,0.8,3,9,2,0.3,0.45,0.4,4.5,0.0,0.0,0.1,0.1,0.2,0.0,0.1,1.0,1.0,3.0,7.166666666666667,14.433333333333334,6.9,0.4879322120947508,0.4931249143013849,0.5192702206634092,0.20691277714268072,0.2183288278505479,1.1416050707867194,0.2919751720438219,0.27670329670329663,-1.5271875340525265,vs vs vs
2026,4396909,Aaron Nesmith,2025-11-13,IND,PHX,A,12,11,1,1.5454545454545454,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3,3,2,0.3,0.2727272727272727,0.4,1,1,1,0.1,0.09090909090909091,0.2,1,1,1,0.1,0.09090909090909091,0.2,0,0,0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,10,11,5,1.0,20.0,10.0,3.0,Normal,Normal,Normal,0.336363636363636,0.0,-1.5636363636363626,1.045454545454545,0.0,1.3454545454545457,0.5490909090909086,0.0,-0.6909090909090901,30.7,30.363636363636363,28.8,9,10,4,0.9,0.9090909090909091,0.8,7,7,3,0.7,0.6363636363636364,0.6,7,7,3,0.7,0.6363636363636364,0.6,6,6,3,0.6,0.5454545454545454,0.6,20.0,20.0,20.0,15.454545454545455,9,9,5,0.9,0.8181818181818182,1.0,7,7,4,0.7,0.6363636363636364,0.8,2,2,1,0.2,0.18181818181818182,0.2,2,2,1,0.2,0.18181818181818182,0.2,1,1,0,0.1,0.09090909090909091,0.0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,4.454545454545454,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,9,4,0.8,0.8181818181818182,0.8,5,6,3,0.5,0.5454545454545454,0.6,4,5,2,0.4,0.45454545454545453,0.4,1,1,0,0.1,0.09090909090909091,0.0,4.5,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,1.0,1.5454545454545454,15.454545454545455,4.454545454545454,0.15151924099292516,0.1446243814664867,-0.6894859526438452,0.2917605596004989,0.3086412816434592,1.6880722042960317,0.3140757766953939,0.37414252414252414,6.006674744713026,@ @ @
2026,4277961,Jaren Jackson Jr.,2025-12-23,MEM,UTAH,A,28,28,0,2.0357142857142856,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,15,4,0.8,0.75,0.8,3,4,1,0.3,0.2,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,1.0,10,20,5,2.0,30.0,21.0,7.0,Normal,Normal,MED,0.514285714285716,0.4642857142857153,2.2142857142857153,-1.4214285714285744,-0.07142857142857295,4.7785714285714285,-0.06642857142857111,0.30357142857142877,2.9835714285714294,30.3,30.25,32.0,10,19,5,1.0,0.95,1.0,7,16,5,0.7,0.8,1.0,7,12,5,0.7,0.6,1.0,5,8,4,0.5,0.4,0.8,24.0,23.0,30.0,17.821428571428573,8,17,5,0.8,0.85,1.0,4,13,4,0.4,0.65,0.8,4,7,4,0.4,0.35,0.8,2,4,2,0.2,0.2,0.4,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,5.321428571428571,1,1,1,0.1,0.05,0.2,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,7,15,4,0.7,0.75,0.8,5,10,3,0.5,0.5,0.6,2,2,2,0.2,0.1,0.4,3.5,0.0,0.0,0.0,0.0,0.3,0.1,0.1,3.0,2.0,3.0,2.0357142857142856,17.821428571428573,5.321428571428571,0.13215396144222075,0.150525308025308,1.8371346583087256,0.2184714243996897,0.27940367961527335,6.093225521558365,0.18601325193599996,0.27531233386496545,8.92990819289655,@ @ vs
2026,4395630,Devin Vassell,2025-12-25,SA,OKC,A,32,32,0,2.46875,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,16,3,0.8,0.8,0.6,2,4,0,0.2,0.2,0.0,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0,1.0,0.0,1.0,10,20,5,2.0,34.0,5.0,4.0,Normal,Normal,Normal,-1.6374999999999993,-0.6374999999999993,-1.1374999999999993,-2.7687500000000007,0.78125,-3.7687500000000007,-1.9768749999999995,-0.21187499999999948,-1.9268749999999997,30.3,31.3,30.8,10,20,5,1.0,1.0,1.0,7,17,4,0.7,0.85,0.8,6,15,3,0.6,0.75,0.6,4,11,2,0.4,0.55,0.4,26.0,26.0,27.0,14.96875,6,16,3,0.6,0.8,0.6,4,12,2,0.4,0.6,0.4,1,5,0,0.1,0.25,0.0,0,2,0,0.0,0.1,0.0,0,1,0,0.0,0.05,0.0,0,1,0,0.0,0.05,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.09375,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,19,5,1.0,0.95,1.0,9,14,5,0.9,0.7,1.0,3,5,2,0.3,0.25,0.4,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.1,0.3,0.1,3.0,1.0,4.0,2.46875,14.96875,4.09375,0.1464953110378302,0.06115904139433551,-8.53362696434947,0.17503052470715802,0.10131588995398003,-7.3714634753178,0.1653381925764817,0.14352869352869352,-2.1809499047788172,@ @ vs
2026,3155526,Dillon Brooks,2025-12-23,PHX,LAL,H,23,23,0,1.7391304347826086,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,11,2,0.7,0.55,0.4,1,3,0,0.1,0.15,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10,20,5,0.0,24.0,25.0,0.0,Normal,Normal,Normal,-0.4956521739130437,0.004347826086956275,-2.695652173913043,0.6739130434782616,0.37391304347826093,-0.8260869565217384,-0.14478260869565213,0.11521739130434767,-2.1347826086956516,30.2,30.7,28.0,10,20,5,1.0,1.0,1.0,7,15,2,0.7,0.75,0.4,6,12,2,0.6,0.6,0.4,4,9,2,0.4,0.45,0.4,24.0,24.0,24.0,21.82608695652174,10,20,5,1.0,1.0,1.0,10,18,5,1.0,0.9,1.0,6,11,3,0.6,0.55,0.6,3,7,1,0.3,0.35,0.2,1,3,0,0.1,0.15,0.0,0,0,0,0.0,0.0,0.0,6.5,0.0,0.0,0.1,0.1,0.0,0.0,16.0,12.0,16.0,3.0869565217391304,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,17,3,0.8,0.85,0.6,3,6,2,0.3,0.3,0.4,1,2,1,0.1,0.1,0.2,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,1.7391304347826086,21.82608695652174,3.0869565217391304,0.12896119137327575,0.10837606837606839,-2.0585122997207357,0.30279141235597196,0.3125012111983943,0.9709798842422346,0.19076583912870473,0.18062865497076025,-1.0137184157944485,vs @ vs
2026,5112087,Jaylen Wells,2025-12-23,MEM,UTAH,A,30,30,0,1.7333333333333334,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5,12,3,0.5,0.6,0.6,1,3,1,0.1,0.15,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,10,20,5,4.0,32.0,12.0,1.0,MED,Normal,MED,2.6999999999999993,1.1000000000000014,4.100000000000001,2.4000000000000004,1.6999999999999993,-0.20000000000000107,2.6099999999999994,1.2800000000000007,2.8100000000000005,30.2,28.6,31.6,10,18,5,1.0,0.9,1.0,8,13,5,0.8,0.65,1.0,7,10,5,0.7,0.5,1.0,4,6,3,0.4,0.3,0.6,26.0,19.0,30.0,12.4,9,15,4,0.9,0.75,0.8,7,10,2,0.7,0.5,0.4,1,3,0,0.1,0.15,0.0,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.25,0.0,0.0,0.1,0.0,0.0,0.0,4.0,4.0,4.0,3.566666666666667,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,15,4,0.8,0.75,0.8,6,10,4,0.6,0.5,0.8,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,1.0,1.0,1.0,1.7333333333333334,12.4,3.566666666666667,0.10013713552973721,0.1057042957042957,0.5567160174558481,0.17157180541252984,0.159870960214301,-1.1700845198228838,0.1161933613369934,0.15006423888002834,3.3870877543034945,@ @ vs
2026,4278067,Nic Claxton,2025-12-23,BKN,PHI,A,28,28,0,4.357142857142857,1,2,0,0.1,0.1,0.0,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,10,18,5,1.0,0.9,1.0,6,10,2,0.6,0.5,0.4,4,6,1,0.4,0.3,0.2,3,4,1,0.3,0.2,0.2,4.5,0.1,0.0,0.0,0.0,0.2,0.0,0.0,2.0,1.0,2.0,10,20,5,2.0,27.0,16.0,10.0,Normal,Normal,Normal,0.05714285714285694,0.5571428571428569,0.05714285714285694,-0.7714285714285705,-0.4214285714285708,0.02857142857142847,-0.19142857142857128,0.26357142857142857,0.0485714285714284,30.2,30.7,30.2,10,19,5,1.0,0.95,1.0,7,15,3,0.7,0.75,0.6,4,12,2,0.4,0.6,0.4,4,8,2,0.4,0.4,0.4,25.0,22.0,26.0,13.571428571428571,9,17,5,0.9,0.85,1.0,2,6,2,0.2,0.3,0.4,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,7.0,7.0,10.0,7.821428571428571,5,8,3,0.5,0.4,0.6,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,9,19,4,0.9,0.95,0.8,8,15,4,0.8,0.75,0.8,7,13,3,0.7,0.65,0.6,3.5,0.1,0.2,0.0,0.0,0.1,0.0,0.1,3.0,3.0,3.0,4.357142857142857,13.571428571428571,7.821428571428571,0.669765651015651,0.5252164502164502,-14.454920079920075,0.4369381861798164,0.3613636363636364,-7.557454981618,0.613695940926978,0.553968253968254,-5.972768695872399,@ vs vs
2026,4278129,Deandre Ayton,2025-12-25,LAL,HOU,H,27,26,1,0.8076923076923077,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,4,0,0.1,0.2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10,20,5,0.0,36.0,10.0,2.0,Normal,Normal,Normal,0.2538461538461547,-0.4961538461538453,1.1538461538461533,-1.3692307692307697,-0.01923076923077005,-2.1692307692307704,-0.2330769230769226,-0.3530769230769227,0.15692307692307617,30.1,29.35,31.0,10,18,5,1.0,0.9,1.0,7,14,3,0.7,0.7,0.6,5,11,3,0.5,0.55,0.6,3,7,2,0.3,0.35,0.4,26.0,13.0,26.0,14.76923076923077,9,17,5,0.9,0.85,1.0,3,9,1,0.3,0.45,0.2,2,7,1,0.2,0.35,0.2,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.1,0.0,0.0,0.0,0.0,6.0,2.0,10.0,8.461538461538462,5,10,2,0.5,0.5,0.4,3,5,1,0.3,0.25,0.2,0,2,0,0.0,0.1,0.0,10,20,5,1.0,1.0,1.0,8,17,3,0.8,0.85,0.6,8,15,3,0.8,0.75,0.6,8,14,3,0.8,0.7,0.6,3.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.8076923076923077,14.76923076923077,8.461538461538462,0.08501690037016124,0.03055555555555555,-5.446134481460569,0.23566387396505176,0.15775641025641027,-7.790746370864149,0.4353881236286222,0.36414369256474527,-7.124443106387695,vs vs @
2026,4566434,Franz Wagner,2025-12-07,ORL,NY,A,24,24,0,3.6666666666666665,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,18,3,0.8,0.9,0.6,3,9,1,0.3,0.45,0.2,2,5,1,0.2,0.25,0.2,0,0,0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.2,0.4,0.1,0.1,1.0,1.0,1.0,10,20,5,1.0,7.0,7.0,3.0,Normal,Normal,Normal,-3.3333333333333357,-0.38333333333333286,-4.333333333333336,-0.6083333333333307,0.04166666666666785,-0.7083333333333321,-2.515833333333334,-0.25583333333333264,-3.2458333333333345,30.0,32.95,29.0,9,19,4,0.9,0.95,0.8,8,18,4,0.8,0.9,0.8,7,17,4,0.7,0.85,0.8,6,15,4,0.6,0.75,0.8,7.0,7.0,7.0,22.708333333333332,9,19,4,0.9,0.95,0.8,9,19,4,0.9,0.95,0.8,7,15,4,0.7,0.75,0.8,4,9,3,0.4,0.45,0.6,2,2,1,0.2,0.1,0.2,1,1,0,0.1,0.05,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.083333333333333,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,9,19,4,0.9,0.95,0.8,6,13,2,0.6,0.65,0.4,2,5,0,0.2,0.25,0.0,1.75,0.0,0.0,0.0,0.0,0.1,0.2,0.1,3.0,3.0,3.0,3.6666666666666665,22.708333333333332,6.083333333333333,0.26782300710125784,0.22569930069930072,-4.2123706401957115,0.36952443237000165,0.32626050420168073,-4.326392816832092,0.37517391380549275,0.3389939008360061,-3.6180012969486643,@ vs vs
2026,4432848,Jaime Jaquez Jr.,2025-12-23,MIA,TOR,H,30,29,1,4.689655172413793,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,19,4,0.9,0.95,0.8,5,14,3,0.5,0.7,0.6,1,7,0,0.1,0.35,0.0,0,0,0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.1,0.2,0.2,0.0,1.0,1.0,1.0,10,20,5,2.0,36.0,21.0,2.0,Normal,Normal,MED,0.1724137931034484,0.12241379310344769,3.1724137931034484,-0.49655172413793025,-0.6965517241379313,1.503448275862068,-0.028275862068965207,-0.123275862068966,2.671724137931034,30.0,29.95,33.0,8,17,5,0.8,0.85,1.0,7,15,5,0.7,0.75,1.0,6,13,4,0.6,0.65,0.8,5,11,3,0.5,0.55,0.6,21.0,17.0,29.0,15.89655172413793,9,19,5,0.9,0.95,1.0,5,8,3,0.5,0.4,0.6,3,6,2,0.3,0.3,0.4,1,1,0,0.1,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10.5,0.0,0.1,0.1,0.0,0.0,0.0,4.0,4.0,10.0,5.482758620689655,0,2,0,0.0,0.1,0.0,0,2,0,0.0,0.1,0.0,0,0,0,0.0,0.0,0.0,9,18,4,0.9,0.9,0.8,6,13,3,0.6,0.65,0.6,2,7,1,0.2,0.35,0.2,1,4,1,0.1,0.2,0.2,1.75,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,4.689655172413793,15.89655172413793,5.482758620689655,0.39119789116112647,0.27087912087912086,-12.03187702820056,0.19566525600475435,0.22754758557116928,3.188232956641493,0.153895912189949,0.10520025839793282,-4.869565379201618,vs @ @
